loan_amnt,term,int_rate,grade,annual_inc,verification_status,purpose,inq_last_6mths,revol_util,total_acc,is_bad,loan_amnt_per_installment,income_to_interest_ratio,prediction
30000, 60 months,0.1343,C,79300.0,VERIFIED - income,debt_consolidation,1.0,62.1,23.0,0,43.52746583093932,2.6433333333333335,0.21233365192562925
25000, 60 months,0.1361,C,124800.0,VERIFIED - income,credit_card,1.0,83.9,23.0,1,43.352350564447605,4.992,0.1304346346659425
3500, 36 months,0.0932,A,48732.0,not verified,major_purchase,0.0,2.1,9.0,0,31.300304060096583,13.923428571428571,0.05473161145474176
14400, 36 months,0.1361,C,102000.0,not verified,debt_consolidation,0.0,32.6,32.0,0,29.42137953579601,7.083333333333333,0.06219602724302835
35000, 60 months,0.1417,C,85000.0,VERIFIED - income,debt_consolidation,1.0,34.5,37.0,0,42.81450310710965,2.4285714285714284,0.19287632506035
7000, 36 months,0.1273,C,64800.0,not verified,debt_consolidation,0.0,87.0,22.0,0,29.791037153679195,9.257142857142858,0.11522672080271247
4750, 36 months,0.1149,B,20400.0,VERIFIED - income,debt_consolidation,0.0,12.7,15.0,0,30.328182862980466,4.294736842105263,0.130867743673095
1000, 60 months,0.1112,B,9600.0,VERIFIED - income,debt_consolidation,1.0,22.1,11.0,0,45.850527281063734,9.6,0.20418101449288165
5000, 36 months,0.0603,A,60000.0,not verified,debt_consolidation,1.0,26.5,27.0,0,32.855828623997894,12.0,0.045112135645468884
20000, 60 months,0.1751,E,45000.0,VERIFIED - income,debt_consolidation,0.0,92.6,22.0,0,39.79624323463865,2.25,0.3299793406755942
6625, 36 months,0.0603,A,16800.0,VERIFIED - income,other,2.0,9.5,17.0,0,32.855584209482245,2.5358490566037735,0.10209471701928678
6500, 60 months,0.1649,D,160000.0,VERIFIED - income,car,0.0,71.4,33.0,0,40.68348250610252,24.615384615384617,0.08073421410747268
6000, 36 months,0.1357,C,38000.0,not verified,debt_consolidation,0.0,90.5,6.0,0,29.437739181630853,6.333333333333333,0.2044315287708058
10000, 36 months,0.0894,A,38000.0,not verified,home_improvement,1.0,33.7,11.0,0,31.474254060178772,3.8,0.1230010147083188
7500, 60 months,0.0766,A,43000.0,not verified,car,0.0,18.5,22.0,0,49.71496751955455,5.733333333333333,0.04057429776701254
7500, 36 months,0.0603,A,138000.0,VERIFIED - income source,home_improvement,0.0,9.3,19.0,0,32.855828623997894,18.4,0.022729668011855025
3600, 36 months,0.0737,A,42000.0,not verified,car,0.0,22.1,16.0,0,32.20900062628613,11.666666666666666,0.03266048128972271
35000, 60 months,0.1689,D,92000.0,VERIFIED - income,debt_consolidation,6.0,16.0,30.0,0,40.33280324506212,2.628571428571429,0.18148614217680334
30000, 60 months,0.1171,B,116000.0,VERIFIED - income,home_improvement,2.0,21.5,34.0,0,45.252281469190734,3.8666666666666663,0.09527917440746739
14400, 36 months,0.0603,A,75000.0,VERIFIED - income,major_purchase,0.0,24.2,19.0,0,32.85570867938304,5.208333333333333,0.026807849997767398
13000, 36 months,0.1273,C,36000.0,not verified,debt_consolidation,0.0,80.4,22.0,0,29.79123221119692,2.769230769230769,0.18412873801061078
3000, 36 months,0.1242,B,81996.0,not verified,other,1.0,71.2,35.0,0,29.92518703241895,27.332,0.08956998679972282
4000, 60 months,0.1349,C,45000.0,not verified,car,1.0,71.4,16.0,0,43.46881112801565,11.25,0.11008962727857677
10000, 36 months,0.0751,A,30000.0,VERIFIED - income source,debt_consolidation,1.0,20.0,16.0,0,32.14297193918549,3.0,0.08069896723936484
4800, 36 months,0.1322,C,42000.0,VERIFIED - income source,debt_consolidation,0.0,58.3,15.0,0,29.58397534668721,8.75,0.1491418595419462
13300, 60 months,0.1991,E,48000.0,VERIFIED - income,credit_card,1.0,46.2,25.0,0,37.815245514770695,3.6090225563909777,0.2606252557121023
15000, 36 months,0.1703,F,107000.0,not verified,debt_consolidation,0.0,86.8,42.0,1,28.036335090277,7.133333333333334,0.0824975914202781
16000, 36 months,0.1306,C,45000.0,VERIFIED - income source,debt_consolidation,1.0,62.0,14.0,1,29.65324239672331,2.8125,0.1751757254260568
14700, 36 months,0.0963,A,82000.0,VERIFIED - income,small_business,0.0,17.9,25.0,0,31.157930435151233,5.578231292517007,0.11786490915387646
34475, 60 months,0.1427,C,60000.0,VERIFIED - income,debt_consolidation,0.0,53.2,36.0,1,42.71942107284916,1.7403915881073242,0.26067217483732474
6000, 36 months,0.0579,A,51356.0,not verified,credit_card,0.0,35.2,15.0,0,32.972467989228996,8.559333333333333,0.03274288866268394
4600, 36 months,0.0849,A,100000.0,VERIFIED - income source,other,0.0,12.5,15.0,0,31.682622770163235,21.73913043478261,0.04436995216329643
3000, 36 months,0.0859,A,77250.0,not verified,other,2.0,67.7,46.0,0,31.632222690847744,25.75,0.06756222921780791
5000, 36 months,0.1348,C,45600.0,not verified,educational,4.0,39.4,8.0,0,29.47591817485115,9.12,0.08438865658610593
3000, 36 months,0.1094999999999999,B,30000.0,not verified,medical,0.0,36.0,11.0,0,30.565461029037188,10.0,0.1772828672582362
4000, 36 months,0.1171,B,37620.0,not verified,debt_consolidation,1.0,25.4,38.0,0,30.232030836671452,9.405,0.09362290483883987
6500, 36 months,0.0713999999999999,A,95000.0,not verified,major_purchase,1.0,20.8,39.0,0,32.31901352426412,14.615384615384617,0.017479586128497246
12000, 60 months,0.1864,E,135000.0,not verified,house,2.0,7.5,24.0,1,38.84500841641849,11.25,0.12403228923983066
8000, 36 months,0.1038,B,50004.0,VERIFIED - income,other,2.0,57.5,22.0,1,30.820202642832378,6.2505,0.11885377622646894
5000, 36 months,0.1221,B,24000.0,not verified,debt_consolidation,0.0,73.2,12.0,1,30.01560811622043,4.8,0.21407597322025104
20000, 60 months,0.1825,D,70000.0,VERIFIED - income,small_business,1.0,71.2,18.0,0,39.16960438699569,3.5,0.3183860515908508
20000, 36 months,0.1171,B,125000.0,VERIFIED - income,debt_consolidation,2.0,56.8,31.0,0,30.233401862377555,6.25,0.08176530412405202
3000, 36 months,0.1110999999999999,B,41000.0,VERIFIED - income,medical,2.0,26.5,24.0,1,30.494002846106937,13.666666666666666,0.1841305037315952
12000, 36 months,0.1311,C,118000.0,VERIFIED - income source,debt_consolidation,0.0,56.5,33.0,0,29.631824579598486,9.833333333333334,0.0752127162223484
5000, 36 months,0.1435,C,32004.0,VERIFIED - income,home_improvement,2.0,40.3,16.0,0,29.113776639105623,6.4008,0.13836394673746716
3000, 36 months,0.1112,B,33189.0,VERIFIED - income source,moving,0.0,97.1,16.0,0,30.490903547108445,11.063,0.11336933834546083
3600, 36 months,0.1527,C,50000.0,VERIFIED - income source,vacation,2.0,20.5,18.0,0,28.735632183908045,13.88888888888889,0.10341711435967053
21000, 36 months,0.1163,B,92000.0,VERIFIED - income,car,0.0,0.1,20.0,0,30.268088786393776,4.380952380952381,0.03382109368607944
6000, 36 months,0.0676,A,37000.0,VERIFIED - income source,debt_consolidation,3.0,15.3,26.0,0,32.50094794431504,6.166666666666667,0.07158131512415575
4750, 36 months,0.1523,C,21600.0,not verified,debt_consolidation,3.0,76.9,9.0,0,28.753026634382568,4.5473684210526315,0.2552644967264134
20000, 60 months,0.1644999999999999,E,52000.0,VERIFIED - income source,home_improvement,0.0,59.8,12.0,0,40.71992833292613,2.6,0.2392462476633015
15000, 36 months,0.08,A,70500.0,not verified,car,1.0,22.3,16.0,0,31.91149877672588,4.7,0.04290211228269606
18000, 60 months,0.1644999999999999,E,135000.0,not verified,debt_consolidation,4.0,70.9,37.0,0,40.71937563624024,7.5,0.14243613351741877
1000, 36 months,0.0676,A,20500.0,not verified,small_business,0.0,34.3,27.0,0,32.49918752031199,20.5,0.11954324501365458
25000, 36 months,0.1075,B,125000.0,VERIFIED - income,credit_card,0.0,58.8,26.0,0,30.655287423974887,5.0,0.05915587662822106
9350, 36 months,0.0751,A,100000.0,VERIFIED - income,credit_card,0.0,69.4,32.0,0,32.14273436694283,10.6951871657754,0.02655206082177605
15000, 60 months,0.1929,F,65000.0,VERIFIED - income source,credit_card,2.0,75.6,31.0,1,38.31319761947332,4.333333333333333,0.28503273975593957
6325, 36 months,0.1065,B,55000.0,not verified,debt_consolidation,0.0,21.6,16.0,0,30.699412706887347,8.695652173913043,0.06748785853558534
9000, 60 months,0.1036999999999999,B,43000.0,not verified,credit_card,2.0,3.4,41.0,0,46.66355576294914,4.777777777777778,0.08600960358038046
15000, 36 months,0.1677,D,122000.0,VERIFIED - income source,other,0.0,98.7,47.0,0,28.138365723718763,8.133333333333333,0.10797916993150973
2400, 60 months,0.1719,E,12000.0,not verified,car,2.0,50.6,5.0,0,40.06677796327212,5.0,0.2436768659021842
4000, 36 months,0.1149,B,35004.0,VERIFIED - income source,major_purchase,0.0,9.5,12.0,0,30.328303889604975,8.751,0.07508073677067445
35000, 60 months,0.1171,B,106000.0,VERIFIED - income,home_improvement,0.0,49.6,19.0,0,45.25237898220935,3.0285714285714285,0.11827612911981222
10000, 60 months,0.1349,C,40000.0,VERIFIED - income source,house,1.0,69.3,29.0,0,43.468811128015645,4.0,0.19708490461264072
12475, 36 months,0.0603,A,88000.0,not verified,home_improvement,2.0,20.7,27.0,0,32.85575074402802,7.054108216432866,0.03145466001783753
20500, 60 months,0.1903999999999999,F,54889.0,VERIFIED - income,debt_consolidation,0.0,74.9,36.0,1,38.51645874041785,2.677512195121951,0.3628220453667357
9000, 36 months,0.0599,A,76000.0,not verified,credit_card,0.0,31.0,29.0,0,32.875511396843955,8.444444444444445,0.025257561930211468
30500, 60 months,0.1427,C,125000.0,VERIFIED - income,debt_consolidation,0.0,62.5,29.0,0,42.719480082917805,4.098360655737705,0.14925202979943847
9200, 60 months,0.1261,C,70001.0,VERIFIED - income source,credit_card,0.0,72.1,26.0,0,44.33734939759036,7.608804347826087,0.10404628685778593
12000, 60 months,0.1825,F,59000.0,not verified,credit_card,2.0,63.4,16.0,0,39.16960438699569,4.916666666666667,0.173560556470334
7000, 60 months,0.1639999999999999,E,34000.0,not verified,debt_consolidation,2.0,95.0,13.0,1,40.7640344747263,4.857142857142857,0.3517757497719281
9600, 60 months,0.0766,A,35000.0,VERIFIED - income source,credit_card,0.0,20.1,19.0,0,49.71517348524081,3.6458333333333335,0.06965336716814644
11200, 60 months,0.0579,A,80000.0,VERIFIED - income,debt_consolidation,0.0,10.7,22.0,0,51.986632008912,7.142857142857143,0.05164887312513972
9000, 36 months,0.1110999999999999,B,37000.0,VERIFIED - income source,debt_consolidation,0.0,96.9,9.0,0,30.496069395500136,4.111111111111111,0.17827175846707427
12000, 36 months,0.1036999999999999,B,60000.0,VERIFIED - income source,credit_card,0.0,84.2,21.0,0,30.824556896994604,5.0,0.07896300297956306
4350, 36 months,0.1149,B,124000.0,not verified,credit_card,3.0,62.6,36.0,0,30.328383183434426,28.50574712643678,0.042213945756335615
25000, 60 months,0.1199,B,65000.0,VERIFIED - income,debt_consolidation,4.0,42.2,26.0,0,63.598666971940276,2.6,0.2780749041704908
11200, 36 months,0.1316,C,63800.0,VERIFIED - income,small_business,3.0,19.1,7.0,1,29.611611982127275,5.696428571428571,0.20192912435780067
15000, 60 months,0.1036,B,60000.0,not verified,home_improvement,1.0,55.3,27.0,0,46.67517192021657,4.0,0.14584566263317927
10000, 36 months,0.1407,E,46080.0,not verified,medical,3.0,52.0,32.0,0,29.229510113410495,4.608,0.2103091630165719
7000, 36 months,0.1809,F,41000.0,not verified,other,1.0,97.4,8.0,0,27.627580218652565,5.857142857142857,0.2392911149048734
2400, 36 months,0.1317,D,18996.0,VERIFIED - income,other,0.0,0.0,5.0,0,29.604045886271127,7.915,0.16239333504355685
12000, 36 months,0.1513,E,73000.0,not verified,debt_consolidation,3.0,38.6,34.0,0,28.794241151769647,6.083333333333333,0.08136391637051532
6600, 36 months,0.0713999999999999,A,48000.0,VERIFIED - income,home_improvement,1.0,31.4,34.0,0,32.31808833610812,7.272727272727272,0.04968899777109824
3200, 36 months,0.1183,B,54731.0,not verified,credit_card,0.0,83.5,19.0,0,30.18013769687824,17.1034375,0.06215120943303856
16000, 60 months,0.1223,C,40320.0,VERIFIED - income,credit_card,1.0,55.1,28.0,0,44.72021912907373,2.52,0.23549916923118897
25000, 36 months,0.152,D,200000.0,VERIFIED - income,debt_consolidation,0.0,54.7,13.0,0,28.765720466234797,8.0,0.11191171266804925
1950, 36 months,0.1311,C,31200.0,not verified,other,1.0,91.1,13.0,0,29.630755204376232,16.0,0.19147471629607601
8000, 36 months,0.1629,D,19200.0,VERIFIED - income,other,2.0,66.3,24.0,1,28.32760879572253,2.4,0.29583320379366534
5500, 36 months,0.0859,A,32400.0,not verified,debt_consolidation,5.0,18.4,24.0,0,31.63464856781318,5.890909090909091,0.11490833182886234
3000, 36 months,0.1065,B,60000.0,not verified,debt_consolidation,0.0,9.3,27.0,0,30.699959066721245,20.0,0.06299412803806506
1050, 36 months,0.0849,A,61000.0,VERIFIED - income source,credit_card,2.0,30.5,40.0,0,31.67420814479638,58.095238095238095,0.06103842103225524
12000, 36 months,0.1491,D,94140.0,VERIFIED - income source,major_purchase,1.0,54.3,32.0,0,28.88364704183315,7.845,0.060832648052543695
8000, 60 months,0.1639999999999999,E,150000.0,VERIFIED - income,home_improvement,1.0,48.5,22.0,0,40.76433121019108,18.75,0.12889946245436376
18400, 36 months,0.0963,B,120000.0,VERIFIED - income,major_purchase,0.0,12.5,19.0,0,31.158450883105008,6.521739130434782,0.037402367503836506
9100, 36 months,0.1242,B,66000.0,VERIFIED - income source,other,1.0,34.1,25.0,0,29.92633517495396,7.252747252747253,0.09282471423224435
30000, 60 months,0.1199,B,162500.0,VERIFIED - income,debt_consolidation,0.0,62.8,22.0,0,44.96470270837392,5.416666666666667,0.15395389282407734
10000, 36 months,0.0775,A,24000.0,not verified,major_purchase,0.0,12.1,4.0,1,32.02869771315098,2.4,0.07312742132605266
5000, 36 months,0.1074,B,132996.0,VERIFIED - income,other,2.0,54.1,47.0,1,30.6597988717194,26.5992,0.05993632370834649
10000, 36 months,0.1372,C,96000.0,VERIFIED - income,home_improvement,5.0,13.9,25.0,0,29.37547735150696,9.6,0.06155917518487687
5000, 36 months,0.1323,C,57692.16,VERIFIED - income source,major_purchase,0.0,50.4,5.0,0,29.580547831745843,11.538432,0.09166216405285829
18000, 36 months,0.1046,B,84000.0,not verified,debt_consolidation,4.0,32.6,35.0,0,55.411895086811974,4.666666666666667,0.07799465545377997
30000, 60 months,0.1349,C,58000.0,VERIFIED - income source,debt_consolidation,1.0,44.2,28.0,0,43.46881112801565,1.9333333333333331,0.277290848417442
20000, 60 months,0.1036,B,285000.0,VERIFIED - income,other,0.0,29.1,31.0,0,46.67444574095683,14.25,0.08667487049878304
12000, 60 months,0.1596,C,60000.0,not verified,debt_consolidation,1.0,60.1,21.0,0,41.15649758205577,5.0,0.22975720910930747
2000, 36 months,0.1038,B,30000.0,not verified,other,2.0,32.4,29.0,0,30.81664098613251,15.0,0.10747304764502608
11000, 36 months,0.1384999999999999,C,75000.0,not verified,debt_consolidation,1.0,72.5,63.0,0,29.321604691456752,6.818181818181818,0.0925009702112628
1500, 36 months,0.1864,E,18000.0,not verified,vacation,0.0,98.5,6.0,0,27.412280701754387,12.0,0.3112774241211674
20000, 36 months,0.1533,D,65004.0,VERIFIED - income,debt_consolidation,3.0,99.6,37.0,0,28.712117949380534,3.2502,0.17650468319303078
12000, 36 months,0.1074,B,85000.0,not verified,small_business,1.0,28.8,27.0,0,30.659955543064463,7.083333333333333,0.11213066994082203
6000, 36 months,0.0751,A,75181.0,not verified,car,0.0,37.6,30.0,0,32.14400514304082,12.530166666666666,0.020403221676937935
3000, 36 months,0.1149,B,42000.0,not verified,wedding,0.0,67.1,11.0,0,30.327537403962797,14.0,0.07532878171766029
10000, 36 months,0.1527,C,64000.0,VERIFIED - income,debt_consolidation,3.0,69.1,10.0,0,28.737283751939763,6.4,0.16390361460702482
4000, 36 months,0.1261,D,30900.0,not verified,debt_consolidation,2.0,61.2,14.0,0,29.844064761620533,7.725,0.16868242965553795
2500, 36 months,0.1286999999999999,C,34368.0,not verified,other,1.0,27.0,17.0,0,29.73005113568795,13.7472,0.12642579813647556
11000, 36 months,0.0749,A,62400.0,VERIFIED - income source,home_improvement,0.0,31.2,26.0,0,32.15246112475155,5.672727272727273,0.04782654165775814
7000, 36 months,0.1261,C,68000.0,VERIFIED - income,debt_consolidation,0.0,79.6,12.0,0,29.84438286079727,9.714285714285714,0.103594908826601
10000, 36 months,0.1349,C,26400.0,VERIFIED - income source,debt_consolidation,0.0,78.0,12.0,1,29.471574666234417,2.64,0.2032651449823071
9250, 36 months,0.1223,C,37000.0,VERIFIED - income source,debt_consolidation,0.0,46.0,10.0,0,30.008110300081103,4.0,0.1774690131295044
5600, 36 months,0.0542,A,70000.0,VERIFIED - income source,credit_card,0.0,23.1,24.0,0,33.15571343990527,12.5,0.023185838789687514
3000, 36 months,0.0639,A,37000.0,VERIFIED - income source,credit_card,0.0,28.2,17.0,0,32.6797385620915,12.333333333333334,0.04729362470193549
1750, 36 months,0.1361,C,38400.0,not verified,major_purchase,0.0,43.4,15.0,1,29.421654337592468,21.942857142857143,0.09742625179669057
9000, 36 months,0.1125999999999999,B,84996.0,VERIFIED - income,debt_consolidation,1.0,34.3,17.0,0,30.429049599350847,9.444,0.07297393926496229
23500, 36 months,0.1472,C,58704.0,VERIFIED - income,credit_card,0.0,61.0,17.0,0,38.182202219442054,2.4980425531914894,0.13027438856482687
9050, 60 months,0.2053,G,85000.0,VERIFIED - income,house,5.0,84.4,23.0,0,37.327283976077545,9.392265193370166,0.20821677595545296
6000, 36 months,0.1223,C,109200.0,VERIFIED - income source,debt_consolidation,0.0,84.7,19.0,0,30.00750187546887,18.2,0.07396870424167239
10000, 36 months,0.0859,A,88500.0,not verified,educational,0.0,32.6,31.0,0,31.63455759071209,8.85,0.04469329000989611
16000, 60 months,0.1677,D,120000.0,not verified,debt_consolidation,0.0,88.1,25.0,0,40.4377385194733,7.5,0.14571749666341424
33600, 60 months,0.1427,C,86000.0,VERIFIED - income source,debt_consolidation,0.0,57.0,18.0,0,42.71928597764866,2.5595238095238093,0.18768637943185648
8000, 36 months,0.1426,C,70000.0,not verified,credit_card,0.0,71.5,35.0,0,29.149207505920938,8.75,0.0610647837076552
15000, 60 months,0.1349,C,50000.0,VERIFIED - income source,small_business,3.0,9.0,19.0,0,43.468181291294776,3.3333333333333335,0.3003861002189002
21250, 36 months,0.1025,B,53000.0,VERIFIED - income source,credit_card,3.0,60.5,22.0,0,30.878549216774683,2.4941176470588236,0.10090232488896737
10000, 36 months,0.0599,A,84000.0,not verified,other,3.0,31.9,21.0,0,32.87527122098757,8.4,0.04033559187251342
25000, 36 months,0.0933,B,100000.0,not verified,small_business,5.0,0.1,15.0,1,31.29537829853287,4.0,0.11186578020967983
4500, 60 months,0.178,F,60000.0,not verified,home_improvement,7.0,59.2,46.0,0,39.54653308726601,13.333333333333334,0.17645899951899235
4000, 36 months,0.1273,C,48804.0,not verified,debt_consolidation,3.0,53.6,14.0,1,29.790720190660608,12.201,0.12983139188501622
7000, 36 months,0.2011,G,30000.0,not verified,debt_consolidation,4.0,80.0,11.0,0,26.86830691283154,4.285714285714286,0.28946535964059183
8000, 36 months,0.1527,C,108000.0,not verified,house,1.0,81.8,19.0,1,28.736664391680737,13.5,0.06970720040191145
2000, 36 months,0.1496,D,36000.0,not verified,debt_consolidation,0.0,56.9,17.0,0,28.860028860028866,18.0,0.13119293830648357
18000, 36 months,0.1629,D,140000.0,VERIFIED - income,debt_consolidation,1.0,90.2,35.0,0,28.328166066004627,7.777777777777778,0.13231563566531798
11500, 60 months,0.1558,D,71000.0,VERIFIED - income,credit_card,0.0,84.1,14.0,1,41.50126308191988,6.173913043478261,0.14874149111198148
3000, 36 months,0.0705,A,38000.0,not verified,credit_card,2.0,15.0,19.0,0,32.362459546925564,12.666666666666666,0.044885942719468046
30000, 60 months,0.1677,E,65000.0,VERIFIED - income,debt_consolidation,1.0,77.9,52.0,0,40.43780665336712,2.1666666666666665,0.32506118984630006
5375, 36 months,0.1221,B,22000.0,not verified,debt_consolidation,0.0,46.0,20.0,0,32.59353586804924,4.093023255813954,0.19167569360762157
8000, 36 months,0.0751,A,45000.0,not verified,credit_card,1.0,26.9,17.0,0,32.14400514304082,5.625,0.03627237897787204
10750, 36 months,0.1223,C,78750.0,VERIFIED - income,debt_consolidation,3.0,36.6,22.0,0,30.007815989280928,7.325581395348837,0.09463005210943118
4500, 36 months,0.08,A,20004.0,not verified,debt_consolidation,0.0,4.0,28.0,0,31.91036732378386,4.445333333333333,0.12423504439604982
5500, 36 months,0.1491,D,21700.0,VERIFIED - income source,debt_consolidation,0.0,58.3,11.0,1,28.883520638588383,3.9454545454545458,0.20444333561278735
10000, 36 months,0.0579,A,50000.0,not verified,credit_card,0.0,27.2,22.0,0,32.97391763115376,5.0,0.036553470810359326
6000, 36 months,0.1461,D,45000.0,not verified,debt_consolidation,2.0,79.8,20.0,0,29.005124238615487,7.5,0.1276218989651323
5100, 36 months,0.1186,B,47133.0,not verified,medical,0.0,17.8,11.0,0,30.16680468472731,9.241764705882352,0.1573260805571789
10000, 36 months,0.1418,E,35400.0,not verified,debt_consolidation,0.0,82.7,16.0,0,29.183447148777212,3.54,0.1591893777962204
8875, 36 months,0.079,A,58044.0,VERIFIED - income source,debt_consolidation,3.0,43.2,30.0,1,31.957797702639446,6.5401690140845075,0.11133651900277458
6400, 36 months,0.0599,A,90000.0,not verified,credit_card,0.0,39.1,22.0,0,32.874460653379906,14.0625,0.02041923043445291
3000, 36 months,0.1347,C,41000.0,not verified,debt_consolidation,0.0,80.6,9.0,0,29.478235236317182,13.666666666666666,0.15809586612374874
20000, 60 months,0.1558,D,135200.0,VERIFIED - income,home_improvement,6.0,13.3,31.0,0,67.89557660318431,6.76,0.12140835155802239
4000, 36 months,0.074,A,36000.0,not verified,major_purchase,0.0,12.1,13.0,0,32.195750160978754,9.0,0.041443739042015745
14400, 36 months,0.1268999999999999,B,135000.0,not verified,debt_consolidation,0.0,88.9,25.0,0,29.8105786150502,9.375,0.07895244697284433
13250, 60 months,0.1727,D,26000.0,not verified,debt_consolidation,3.0,59.7,18.0,0,40.00241524016544,1.962264150943396,0.33936825882703786
12825, 60 months,0.1677,E,30000.0,not verified,debt_consolidation,1.0,40.5,16.0,0,40.43700340522133,2.3391812865497075,0.29937788216838246
3150, 36 months,0.1099,B,15300.0,VERIFIED - income,debt_consolidation,0.0,76.4,9.0,0,30.546935608999224,4.857142857142857,0.1834659854911481
6000, 36 months,0.1322,C,43000.0,not verified,debt_consolidation,0.0,76.5,5.0,0,29.584340022681328,7.166666666666667,0.1238388951936333
24000, 36 months,0.1099,B,78000.0,VERIFIED - income,credit_card,0.0,79.0,18.0,0,30.549120439907337,3.25,0.08385630894998232
15000, 60 months,0.1349,C,105000.0,not verified,debt_consolidation,0.0,67.4,29.0,0,43.468181291294776,7.0,0.11257376491978936
3000, 36 months,0.1392,C,200000.0,not verified,small_business,1.0,12.8,20.0,0,29.291154071470416,66.66666666666667,0.095543512548217
18000, 60 months,0.1757999999999999,D,36000.0,VERIFIED - income,credit_card,0.0,35.1,12.0,1,39.73685372422624,2.0,0.2618062208654563
4200, 60 months,0.1036,B,44500.0,not verified,home_improvement,0.0,59.3,20.0,1,46.671852428047565,10.595238095238097,0.11199059537793507
18500, 36 months,0.1316,C,55000.0,VERIFIED - income,debt_consolidation,1.0,63.7,26.0,1,29.61184473789516,2.972972972972973,0.16882974309613163
24250, 36 months,0.1253,B,101000.0,not verified,debt_consolidation,0.0,83.8,18.0,0,29.88072354477796,4.164948453608248,0.1027157885450319
20000, 36 months,0.1704,E,180000.0,VERIFIED - income,credit_card,2.0,90.3,16.0,0,28.03122678664032,9.0,0.09744771533354518
10000, 36 months,0.0766,A,110000.0,VERIFIED - income,major_purchase,1.0,38.3,23.0,0,32.071840923669015,11.0,0.026169853353136697
25000, 60 months,0.1323,C,49068.0,VERIFIED - income,home_improvement,0.0,57.8,12.0,1,62.46096189881324,1.96272,0.24979514681550083
12000, 36 months,0.0662,A,45000.0,not verified,credit_card,0.0,60.9,31.0,0,32.568869588818025,3.75,0.04158741067545984
5000, 36 months,0.1348,C,30000.0,not verified,debt_consolidation,1.0,26.4,36.0,1,29.47591817485115,6.0,0.13361099444025612
5600, 36 months,0.1533,D,24000.0,not verified,other,5.0,75.8,25.0,0,28.71205906480722,4.285714285714286,0.24055020059234208
15000, 60 months,0.1903,E,86945.0,VERIFIED - income,small_business,3.0,72.9,18.0,0,38.52475857817957,5.796333333333333,0.43450301508574557
12000, 36 months,0.1135999999999999,B,48000.0,not verified,debt_consolidation,1.0,54.0,21.0,0,30.384362181597204,4.0,0.10613061300889799
21200, 60 months,0.1757999999999999,D,47000.0,VERIFIED - income,credit_card,1.0,80.9,28.0,0,39.73683717268655,2.2169811320754715,0.24898572082535467
25000, 36 months,0.1038,B,74400.0,VERIFIED - income,debt_consolidation,0.0,31.4,29.0,0,30.820440115884857,2.976,0.09540825832043531
8000, 60 months,0.1306,C,135996.0,VERIFIED - income,other,1.0,84.7,11.0,1,43.88852315119596,16.9995,0.13640744501956828
25000, 60 months,0.1427,C,60000.0,VERIFIED - income source,debt_consolidation,0.0,64.6,20.0,1,42.71897747855507,2.4,0.25401577511854617
25000, 60 months,0.1335,C,92000.0,VERIFIED - income,debt_consolidation,0.0,40.9,38.0,0,43.60566524802902,3.68,0.12439484320106539
10000, 36 months,0.0617,A,45000.0,VERIFIED - income,home_improvement,3.0,4.5,18.0,0,51.42974696564493,4.5,0.05014623132181625
7000, 36 months,0.0766,A,38000.0,VERIFIED - income,moving,0.0,5.1,21.0,0,32.07184092366902,5.428571428571429,0.04690828758789325
20000, 60 months,0.1306,C,98000.0,VERIFIED - income source,debt_consolidation,0.0,50.3,41.0,0,43.890449438202246,4.9,0.12049812036277098
8000, 36 months,0.1149,B,62500.0,VERIFIED - income source,small_business,0.0,69.0,20.0,0,30.328303889604975,7.8125,0.1561472708547123
10200, 36 months,0.079,A,65000.0,VERIFIED - income source,other,0.0,38.4,27.0,0,31.957890779208572,6.372549019607843,0.09365445791105845
3250, 60 months,0.1199,B,48000.0,VERIFIED - income,car,0.0,38.7,13.0,1,44.96402877697842,14.76923076923077,0.09822835325354798
22750, 60 months,0.1891,F,68000.0,VERIFIED - income source,debt_consolidation,2.0,35.2,28.0,1,38.62282056941073,2.989010989010989,0.306430735241053
13600, 60 months,0.1268999999999999,B,62000.0,not verified,debt_consolidation,2.0,53.5,35.0,0,44.25786716131341,4.5588235294117645,0.19995547564391056
7000, 36 months,0.0888,B,52000.0,not verified,major_purchase,1.0,39.3,9.0,0,31.50173259529274,7.428571428571429,0.06615919662328584
12000, 60 months,0.1299,C,36000.0,VERIFIED - income source,debt_consolidation,1.0,51.6,22.0,0,43.95926441497545,3.0,0.28077969770681627
4000, 36 months,0.0713999999999999,A,250000.0,not verified,credit_card,1.0,2.4,47.0,0,32.32062055591467,62.5,0.017479586128497246
9800, 36 months,0.0932,A,34000.0,not verified,debt_consolidation,0.0,23.9,48.0,0,31.30190366679443,3.4693877551020407,0.09704056267371783
25000, 60 months,0.1427,C,117000.0,VERIFIED - income,debt_consolidation,1.0,72.6,39.0,0,42.71897747855507,4.68,0.16348967512595927
12000, 36 months,0.1099,B,60000.0,not verified,debt_consolidation,0.0,73.5,19.0,0,30.54756510449813,5.0,0.1011128803357553
4750, 36 months,0.1361,C,19200.0,VERIFIED - income,debt_consolidation,1.0,44.0,7.0,0,29.420873335397957,4.042105263157895,0.23166948855286162
15000, 60 months,0.1727,D,70000.0,not verified,debt_consolidation,1.0,59.3,30.0,0,40.00320025602048,4.666666666666667,0.19107013199645456
