loan_amnt,funded_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,is_bad
20000,20000, 36 months,0.079,625.81,A,4.0,MORTGAGE,100800.0,VERIFIED - income,debt_consolidation,CA,5.26,0.0,1024.7333333333333,1.0,10.0,0.0,22055,45.9,24.0,0
10000,10000, 36 months,0.1558,349.51,D,3.0,RENT,65000.0,VERIFIED - income source,debt_consolidation,NY,9.38,0.0,1052.1333333333334,1.0,8.0,0.0,3358,30.8,12.0,1
5000,5000, 36 months,0.1038,162.23,B,6.0,MORTGAGE,30000.0,not verified,debt_consolidation,VA,3.8,0.0,929.3666666666667,0.0,2.0,0.0,3164,28.8,8.0,0
7500,7500, 36 months,0.19690000000000002,277.55,E,3.0,MORTGAGE,175000.0,VERIFIED - income,debt_consolidation,NY,20.96,0.0,1033.8333333333333,0.0,20.0,0.0,58128,99.0,41.0,0
7000,7000, 36 months,0.0832,220.39,A,1.0,RENT,25000.0,not verified,house,NV,2.21,0.0,890.8,4.0,8.0,0.0,1568,9.1,16.0,0
12000,12000, 60 months,0.08900000000000001,248.52,A,10.0,MORTGAGE,70000.0,not verified,debt_consolidation,CA,9.65,0.0,1033.8333333333333,0.0,13.0,0.0,143,0.4,31.0,1
11000,11000, 36 months,0.0579,333.6,A,10.0,RENT,53004.0,not verified,debt_consolidation,PA,7.36,0.0,937.4666666666667,1.0,6.0,0.0,11701,25.5,24.0,0
12500,12500, 36 months,0.0729,387.63,A,4.0,RENT,50000.0,VERIFIED - income,debt_consolidation,WA,2.83,0.0,922.2666666666667,1.0,7.0,0.0,1067,3.9,14.0,0
6000,6000, 36 months,0.1149,197.83,B,2.0,RENT,30000.0,not verified,moving,NJ,13.68,3.0,899.9,0.0,8.0,0.0,0,0.0,26.0,1
5000,5000, 36 months,0.0999,161.32,B,1.0,MORTGAGE,51800.0,VERIFIED - income,other,NY,7.97,0.0,946.6333333333333,1.0,7.0,0.0,10607,79.8,10.0,0
10000,10000, 36 months,0.0999,322.63,B,2.0,MORTGAGE,86004.0,not verified,debt_consolidation,VA,4.65,0.0,925.3,1.0,16.0,0.0,8704,28.9,42.0,0
2200,2200, 60 months,0.17489999999999997,55.26,D,3.0,OWN,26880.0,VERIFIED - income,major_purchase,MA,24.78,1.0,835.0333333333333,3.0,5.0,0.0,24,1.8,7.0,0
18000,18000, 36 months,0.1446,619.23,D,1.0,RENT,180000.0,VERIFIED - income source,debt_consolidation,CA,11.53,3.0,945.6,0.0,5.0,0.0,271,22.6,14.0,0
28000,28000, 60 months,0.1864,720.81,E,2.0,MORTGAGE,120000.0,VERIFIED - income,debt_consolidation,NY,10.18,0.0,972.9666666666667,3.0,9.0,0.0,35694,92.7,35.0,1
4000,4000, 36 months,0.0751,124.45,A,6.0,MORTGAGE,51500.0,not verified,car,GA,14.56,0.0,1107.9,1.0,11.0,1.0,23313,44.5,23.0,0
20000,20000, 60 months,0.1839,512.13,E,1.0,RENT,43200.0,VERIFIED - income,debt_consolidation,MD,20.08,0.0,861.4,1.0,16.0,0.0,6172,35.3,17.0,0
11500,11500, 36 months,0.1459,396.35,D,3.0,RENT,30000.0,VERIFIED - income,other,IL,21.04,0.0,914.1,6.0,5.0,0.0,26117,78.4,12.0,0
4000,4000, 60 months,0.0962,84.25,B,7.0,OWN,81000.0,not verified,car,FL,16.21,0.0,928.3333333333334,3.0,20.0,1.0,4334,13.6,30.0,1
15000,15000, 36 months,0.0603,456.54,A,4.0,MORTGAGE,75000.0,VERIFIED - income source,major_purchase,OH,0.7,0.0,895.9,0.0,11.0,0.0,1329,5.5,19.0,0
8725,8725, 60 months,0.1199,194.04,B,5.0,MORTGAGE,72000.0,VERIFIED - income source,debt_consolidation,IL,25.03,0.0,967.9,1.0,16.0,0.0,28994,31.7,31.0,0
4075,4075, 36 months,0.0542,122.91,A,10.0,RENT,70000.0,VERIFIED - income,debt_consolidation,FL,19.44,0.0,1085.6,0.0,14.0,0.0,11072,30.8,29.0,0
10000,10000, 36 months,0.0699,308.73,A,0.0,RENT,85500.0,VERIFIED - income,debt_consolidation,WA,8.04,0.0,948.6,1.0,9.0,0.0,944,2.0,18.0,0
10000,10000, 36 months,0.0788,312.82,A,5.0,RENT,50000.0,not verified,debt_consolidation,NV,8.23,0.0,963.8333333333334,1.0,10.0,0.0,11790,22.3,21.0,0
7500,7500, 36 months,0.1629,264.76,D,8.0,RENT,125000.0,VERIFIED - income,debt_consolidation,CA,2.25,1.0,1008.4333333333333,1.0,6.0,0.0,6221,86.0,26.0,0
21650,21650, 36 months,0.12689999999999999,726.25,B,6.0,MORTGAGE,62361.0,VERIFIED - income,debt_consolidation,PA,21.28,0.0,941.5333333333333,0.0,8.0,0.0,17174,85.9,38.0,0
7000,7000, 60 months,0.0617,135.89,A,3.0,MORTGAGE,52416.0,VERIFIED - income,other,MA,14.06,0.0,1028.8,4.0,9.0,0.0,6526,19.4,22.0,0
30000,30000, 60 months,0.1343,689.22,C,10.0,MORTGAGE,79300.0,VERIFIED - income,debt_consolidation,PA,18.22,0.0,988.2,1.0,10.0,0.0,83545,62.1,23.0,0
25000,25000, 60 months,0.1361,576.67,C,1.0,MORTGAGE,124800.0,VERIFIED - income,credit_card,NY,19.28,0.0,955.7333333333333,1.0,6.0,0.0,46160,83.9,23.0,1
3500,3500, 36 months,0.0932,111.82,A,6.0,OTHER,48732.0,not verified,major_purchase,NV,8.94,0.0,877.6,0.0,5.0,0.0,280,2.1,9.0,0
14400,14400, 36 months,0.1361,489.44,C,10.0,MORTGAGE,102000.0,not verified,debt_consolidation,VA,10.69,1.0,958.8,0.0,10.0,0.0,11411,32.6,32.0,0
35000,35000, 60 months,0.1417,817.48,C,9.0,MORTGAGE,85000.0,VERIFIED - income,debt_consolidation,SC,10.09,0.0,1093.6666666666667,1.0,14.0,0.0,12126,34.5,37.0,0
7000,7000, 36 months,0.1273,234.97,C,1.0,RENT,64800.0,not verified,debt_consolidation,CA,23.96,0.0,49.7,0.0,12.0,0.0,14441,87.0,22.0,0
4750,4750, 36 months,0.1149,156.62,B,1.0,RENT,20400.0,VERIFIED - income,debt_consolidation,NC,23.35,0.0,844.1333333333333,0.0,9.0,0.0,1196,12.7,15.0,0
1000,1000, 60 months,0.1112,21.81,B,2.0,MORTGAGE,9600.0,VERIFIED - income,debt_consolidation,UT,19.75,0.0,1001.3666666666667,1.0,7.0,0.0,5308,22.1,11.0,0
5000,5000, 36 months,0.0603,152.18,A,2.0,OWN,60000.0,not verified,debt_consolidation,GA,16.76,0.0,1022.7,1.0,9.0,0.0,3520,26.5,27.0,0
20000,20000, 60 months,0.1751,502.56,E,0.0,RENT,45000.0,VERIFIED - income,debt_consolidation,NJ,8.75,0.0,861.4,0.0,15.0,0.0,8330,92.6,22.0,0
6625,6625, 36 months,0.0603,201.64,A,10.0,RENT,16800.0,VERIFIED - income,other,CA,20.29,0.0,1051.1,2.0,6.0,0.0,1534,9.5,17.0,0
6500,6500, 60 months,0.1649,159.77,D,7.0,MORTGAGE,160000.0,VERIFIED - income,car,MA,14.97,0.0,1172.8666666666666,0.0,19.0,0.0,147365,71.4,33.0,0
6000,6000, 36 months,0.13570000000000002,203.82,C,2.0,RENT,38000.0,not verified,debt_consolidation,WI,4.83,0.0,874.5333333333333,0.0,4.0,0.0,1629,90.5,6.0,0
10000,10000, 36 months,0.0894,317.72,A,1.0,OWN,38000.0,not verified,home_improvement,CA,4.23,0.0,1026.7666666666667,1.0,8.0,0.0,16205,33.7,11.0,0
7500,7500, 60 months,0.0766,150.86,A,10.0,MORTGAGE,43000.0,not verified,car,FL,3.24,0.0,1036.9,0.0,8.0,0.0,5391,18.5,22.0,0
7500,7500, 36 months,0.0603,228.27,A,0.0,MORTGAGE,138000.0,VERIFIED - income source,home_improvement,MD,4.42,0.0,905.0,0.0,11.0,0.0,3738,9.3,19.0,0
3600,3600, 36 months,0.0737,111.77,A,0.0,RENT,42000.0,not verified,car,LA,6.57,0.0,962.8,0.0,6.0,0.0,2521,22.1,16.0,0
35000,35000, 60 months,0.1689,867.78,D,10.0,MORTGAGE,92000.0,VERIFIED - income,debt_consolidation,WV,14.73,0.0,1022.7,6.0,10.0,0.0,4893,16.0,30.0,0
30000,30000, 60 months,0.11710000000000001,662.95,B,10.0,MORTGAGE,116000.0,VERIFIED - income,home_improvement,NJ,13.85,0.0,1088.6666666666667,2.0,18.0,0.0,17286,21.5,34.0,0
14400,14400, 36 months,0.0603,438.28,A,3.0,MORTGAGE,75000.0,VERIFIED - income,major_purchase,VA,27.02,0.0,1024.7333333333333,0.0,10.0,0.0,2617,24.2,19.0,0
13000,13000, 36 months,0.1273,436.37,C,8.0,RENT,36000.0,not verified,debt_consolidation,CO,22.83,0.0,977.0333333333333,0.0,12.0,0.0,13100,80.4,22.0,0
3000,3000, 36 months,0.1242,100.25,B,10.0,MORTGAGE,81996.0,not verified,other,AL,23.65,0.0,943.5666666666667,1.0,12.0,0.0,19092,71.2,35.0,0
4000,4000, 60 months,0.1349,92.02,C,6.0,RENT,45000.0,not verified,car,MA,17.04,0.0,933.4333333333333,1.0,4.0,0.0,2929,71.4,16.0,0
10000,10000, 36 months,0.0751,311.11,A,6.0,MORTGAGE,30000.0,VERIFIED - income source,debt_consolidation,FL,4.04,0.0,863.3666666666667,1.0,8.0,0.0,4905,20.0,16.0,0
4800,4800, 36 months,0.1322,162.25,C,2.0,RENT,42000.0,VERIFIED - income source,debt_consolidation,SC,15.6,0.0,875.5666666666667,0.0,9.0,0.0,9090,58.3,15.0,0
13300,13300, 60 months,0.1991,351.71,E,4.0,MORTGAGE,48000.0,VERIFIED - income,credit_card,IL,15.18,0.0,939.5,1.0,14.0,0.0,15521,46.2,25.0,0
15000,15000, 36 months,0.1703,535.02,F,3.0,MORTGAGE,107000.0,not verified,debt_consolidation,PA,15.81,0.0,1048.0333333333333,0.0,13.0,0.0,44543,86.8,42.0,1
16000,16000, 36 months,0.1306,539.57,C,2.0,RENT,45000.0,VERIFIED - income source,debt_consolidation,GA,17.49,0.0,934.4666666666667,1.0,6.0,0.0,11292,62.0,14.0,1
14700,14700, 36 months,0.09630000000000001,471.79,A,2.0,OTHER,82000.0,VERIFIED - income,small_business,OH,4.71,1.0,1035.8666666666666,0.0,11.0,0.0,3629,17.9,25.0,0
34475,34475, 60 months,0.1427,807.01,C,8.0,RENT,60000.0,VERIFIED - income,debt_consolidation,GA,20.02,0.0,968.9333333333333,0.0,13.0,0.0,27747,53.2,36.0,1
6000,6000, 36 months,0.0579,181.97,A,4.0,RENT,51356.0,not verified,credit_card,CA,11.54,0.0,948.6,0.0,7.0,0.0,10723,35.2,15.0,0
4600,4600, 36 months,0.0849,145.19,A,1.0,RENT,100000.0,VERIFIED - income source,other,SC,17.1,0.0,995.3333333333334,0.0,6.0,0.0,1579,12.5,15.0,0
3000,3000, 36 months,0.0859,94.84,A,4.0,OWN,77250.0,not verified,other,NY,15.92,0.0,947.5666666666667,2.0,14.0,0.0,16116,67.7,46.0,0
5000,5000, 36 months,0.1348,169.63,C,3.0,RENT,45600.0,not verified,educational,FL,11.21,0.0,932.4333333333333,4.0,4.0,0.0,1575,39.4,8.0,0
3000,3000, 36 months,0.10949999999999999,98.15,B,2.0,RENT,30000.0,not verified,medical,CA,13.32,0.0,913.1,0.0,8.0,0.0,7099,36.0,11.0,0
4000,4000, 36 months,0.11710000000000001,132.31,B,5.0,MORTGAGE,37620.0,not verified,debt_consolidation,FL,22.07,0.0,996.2666666666667,1.0,8.0,0.0,6631,25.4,38.0,0
6500,6500, 36 months,0.07139999999999999,201.12,A,4.0,MORTGAGE,95000.0,not verified,major_purchase,NY,12.66,0.0,1171.8333333333333,1.0,11.0,0.0,5074,20.8,39.0,0
12000,12000, 60 months,0.1864,308.92,E,8.0,MORTGAGE,135000.0,not verified,house,NJ,10.31,1.0,902.9666666666667,2.0,9.0,0.0,3796,7.5,24.0,1
8000,8000, 36 months,0.1038,259.57,B,2.0,RENT,50004.0,VERIFIED - income,other,MA,23.88,0.0,921.2333333333333,2.0,8.0,0.0,13964,57.5,22.0,1
5000,5000, 36 months,0.12210000000000001,166.58,B,10.0,OWN,24000.0,not verified,debt_consolidation,MA,14.05,0.0,1102.8666666666666,0.0,7.0,1.0,5122,73.2,12.0,1
20000,20000, 60 months,0.1825,510.6,D,7.0,RENT,70000.0,VERIFIED - income,small_business,IL,18.41,0.0,893.8666666666667,1.0,12.0,0.0,10958,71.2,18.0,0
20000,20000, 36 months,0.11710000000000001,661.52,B,1.0,MORTGAGE,125000.0,VERIFIED - income,debt_consolidation,TX,14.95,0.0,927.3333333333334,2.0,12.0,0.0,26179,56.8,31.0,0
3000,3000, 36 months,0.11109999999999999,98.38,B,0.0,RENT,41000.0,VERIFIED - income,medical,OK,23.53,0.0,952.6666666666666,2.0,7.0,0.0,1482,26.5,24.0,1
12000,12000, 36 months,0.1311,404.97,C,4.0,MORTGAGE,118000.0,VERIFIED - income source,debt_consolidation,CA,6.85,0.0,1014.5666666666667,0.0,12.0,0.0,14302,56.5,33.0,0
5000,5000, 36 months,0.1435,171.74,C,5.0,RENT,32004.0,VERIFIED - income,home_improvement,AL,16.46,0.0,867.4333333333333,2.0,5.0,0.0,1491,40.3,16.0,0
3000,3000, 36 months,0.1112,98.39,B,4.0,RENT,33189.0,VERIFIED - income source,moving,CA,21.91,0.0,939.5,0.0,6.0,0.0,20390,97.1,16.0,0
3600,3600, 36 months,0.1527,125.28,C,9.0,RENT,50000.0,VERIFIED - income source,vacation,FL,11.83,0.0,861.4,2.0,6.0,0.0,2321,20.5,18.0,0
21000,21000, 36 months,0.11630000000000001,693.8,B,0.0,RENT,92000.0,VERIFIED - income,car,IL,9.42,0.0,913.1,0.0,14.0,0.0,39,0.1,20.0,0
6000,6000, 36 months,0.0676,184.61,A,10.0,RENT,37000.0,VERIFIED - income source,debt_consolidation,TX,23.64,0.0,1044.0333333333333,3.0,8.0,0.0,6032,15.3,26.0,0
4750,4750, 36 months,0.1523,165.2,C,1.0,OWN,21600.0,not verified,debt_consolidation,CA,20.56,0.0,948.6,3.0,5.0,0.0,3920,76.9,9.0,0
20000,20000, 60 months,0.16449999999999998,491.16,E,2.0,MORTGAGE,52000.0,VERIFIED - income source,home_improvement,NY,21.72,0.0,865.4,0.0,10.0,0.0,1496,59.8,12.0,0
15000,15000, 36 months,0.08,470.05,A,10.0,RENT,70500.0,not verified,car,OR,17.11,0.0,927.3333333333334,1.0,13.0,0.0,8952,22.3,16.0,0
18000,18000, 60 months,0.16449999999999998,442.05,E,2.0,MORTGAGE,135000.0,not verified,debt_consolidation,CA,12.02,0.0,967.9,4.0,9.0,0.0,14316,70.9,37.0,0
1000,1000, 36 months,0.0676,30.77,A,4.0,MORTGAGE,20500.0,not verified,small_business,MO,9.48,0.0,930.4,0.0,7.0,0.0,4356,34.3,27.0,0
25000,25000, 36 months,0.1075,815.52,B,2.0,MORTGAGE,125000.0,VERIFIED - income,credit_card,DC,15.7,0.0,1086.6,0.0,10.0,0.0,34912,58.8,26.0,0
9350,9350, 36 months,0.0751,290.89,A,5.0,MORTGAGE,100000.0,VERIFIED - income,credit_card,CO,10.0,0.0,964.8333333333334,0.0,11.0,0.0,16358,69.4,32.0,0
15000,15000, 60 months,0.1929,391.51,F,10.0,MORTGAGE,65000.0,VERIFIED - income source,credit_card,VA,19.99,0.0,944.6,2.0,11.0,1.0,23351,75.6,31.0,1
6325,6325, 36 months,0.1065,206.03,B,5.0,RENT,55000.0,not verified,debt_consolidation,TX,3.77,1.0,894.8666666666667,0.0,10.0,0.0,3859,21.6,16.0,0
9000,9000, 60 months,0.10369999999999999,192.87,B,6.0,OWN,43000.0,not verified,credit_card,MI,17.55,0.0,969.9333333333333,2.0,12.0,0.0,1035,3.4,41.0,0
15000,15000, 36 months,0.1677,533.08,D,10.0,MORTGAGE,122000.0,VERIFIED - income source,other,CA,19.78,0.0,1154.5333333333333,0.0,7.0,0.0,44414,98.7,47.0,0
2400,2400, 60 months,0.17190000000000003,59.9,E,0.0,RENT,12000.0,not verified,car,MI,7.8,0.0,857.3333333333334,2.0,4.0,0.0,2630,50.6,5.0,0
4000,4000, 36 months,0.1149,131.89,B,7.0,OWN,35004.0,VERIFIED - income source,major_purchase,CA,1.1,0.0,892.8333333333334,0.0,2.0,0.0,1065,9.5,12.0,0
35000,35000, 60 months,0.11710000000000001,773.44,B,8.0,MORTGAGE,106000.0,VERIFIED - income,home_improvement,FL,2.83,0.0,938.4666666666667,0.0,8.0,0.0,39002,49.6,19.0,0
10000,10000, 60 months,0.1349,230.05,C,3.0,OWN,40000.0,VERIFIED - income source,house,FL,21.63,0.0,1152.5666666666666,1.0,11.0,0.0,9422,69.3,29.0,0
12475,12475, 36 months,0.0603,379.69,A,10.0,MORTGAGE,88000.0,not verified,home_improvement,MI,10.04,0.0,1216.4666666666667,2.0,11.0,0.0,18064,20.7,27.0,0
20500,20500, 60 months,0.19039999999999999,532.24,F,3.0,MORTGAGE,54889.0,VERIFIED - income,debt_consolidation,NJ,18.63,0.0,965.8666666666667,0.0,10.0,0.0,9048,74.9,36.0,1
9000,9000, 36 months,0.0599,273.76,A,4.0,MORTGAGE,76000.0,not verified,credit_card,GA,9.08,0.0,947.5666666666667,0.0,8.0,0.0,9606,31.0,29.0,0
30500,30500, 60 months,0.1427,713.96,C,10.0,MORTGAGE,125000.0,VERIFIED - income,debt_consolidation,MD,17.2,0.0,947.5666666666667,0.0,8.0,0.0,33644,62.5,29.0,0
9200,9200, 60 months,0.1261,207.5,C,3.0,RENT,70001.0,VERIFIED - income source,credit_card,CA,17.73,0.0,879.6333333333333,0.0,15.0,0.0,28871,72.1,26.0,0
12000,12000, 60 months,0.1825,306.36,F,10.0,MORTGAGE,59000.0,not verified,credit_card,CA,10.52,0.0,917.1666666666666,2.0,10.0,0.0,5803,63.4,16.0,0
7000,7000, 60 months,0.16399999999999998,171.72,E,6.0,RENT,34000.0,not verified,debt_consolidation,MA,24.88,0.0,960.7666666666667,2.0,6.0,0.0,4370,95.0,13.0,1
9600,9600, 60 months,0.0766,193.1,A,0.0,RENT,35000.0,VERIFIED - income source,credit_card,VA,18.71,0.0,977.0333333333333,0.0,8.0,0.0,2898,20.1,19.0,0
11200,11200, 60 months,0.0579,215.44,A,3.0,MORTGAGE,80000.0,VERIFIED - income,debt_consolidation,CO,6.63,0.0,926.3,0.0,6.0,0.0,1641,10.7,22.0,0
9000,9000, 36 months,0.11109999999999999,295.12,B,,RENT,37000.0,VERIFIED - income source,debt_consolidation,CA,9.47,0.0,952.6666666666666,0.0,3.0,0.0,2908,96.9,9.0,0
12000,12000, 36 months,0.10369999999999999,389.3,B,2.0,RENT,60000.0,VERIFIED - income source,credit_card,AZ,11.9,1.0,1058.1666666666667,0.0,7.0,0.0,15917,84.2,21.0,0
4350,4350, 36 months,0.1149,143.43,B,9.0,MORTGAGE,124000.0,not verified,credit_card,LA,18.21,0.0,950.6333333333333,3.0,15.0,1.0,31154,62.6,36.0,0
25000,17675, 60 months,0.1199,393.09,B,,MORTGAGE,65000.0,VERIFIED - income,debt_consolidation,MA,14.05,0.0,1017.6333333333333,4.0,12.0,0.0,24767,42.2,26.0,0
11200,11200, 36 months,0.1316,378.23,C,6.0,RENT,63800.0,VERIFIED - income,small_business,CA,4.25,0.0,985.1333333333333,3.0,7.0,0.0,8897,19.1,7.0,1
15000,15000, 60 months,0.1036,321.37,B,3.0,MORTGAGE,60000.0,not verified,home_improvement,OH,15.58,0.0,908.0666666666667,1.0,12.0,0.0,10788,55.3,27.0,0
10000,10000, 36 months,0.1407,342.12,E,8.0,MORTGAGE,46080.0,not verified,medical,KY,25.91,0.0,955.7333333333333,3.0,14.0,0.0,14554,52.0,32.0,0
7000,7000, 36 months,0.1809,253.37,F,2.0,RENT,41000.0,not verified,other,NY,7.52,0.0,884.7333333333333,1.0,3.0,0.0,8959,97.4,8.0,0
2400,2400, 36 months,0.1317,81.07,D,2.0,MORTGAGE,18996.0,VERIFIED - income,other,CA,24.51,0.0,852.2333333333333,0.0,3.0,0.0,0,0.0,5.0,0
12000,12000, 36 months,0.15130000000000002,416.75,E,10.0,MORTGAGE,73000.0,not verified,debt_consolidation,KY,15.73,1.0,1008.4333333333333,3.0,18.0,0.0,22917,38.6,34.0,0
6600,6600, 36 months,0.07139999999999999,204.22,A,10.0,MORTGAGE,48000.0,VERIFIED - income,home_improvement,OH,13.43,0.0,984.1,1.0,13.0,0.0,11029,31.4,34.0,0
3200,3200, 36 months,0.1183,106.03,B,2.0,RENT,54731.0,not verified,credit_card,NY,20.96,0.0,928.3333333333334,0.0,8.0,0.0,16948,83.5,19.0,0
16000,16000, 60 months,0.1223,357.78,C,10.0,MORTGAGE,40320.0,VERIFIED - income,credit_card,CA,16.37,0.0,1113.0,1.0,6.0,0.0,8490,55.1,28.0,0
25000,25000, 36 months,0.152,869.09,D,10.0,OWN,200000.0,VERIFIED - income,debt_consolidation,NY,1.21,1.0,920.2333333333333,0.0,4.0,0.0,6130,54.7,13.0,0
1950,1950, 36 months,0.1311,65.81,C,3.0,RENT,31200.0,not verified,other,CA,15.08,0.0,915.1333333333333,1.0,6.0,0.0,4100,91.1,13.0,0
8000,8000, 36 months,0.1629,282.41,D,4.0,RENT,19200.0,VERIFIED - income,other,CA,9.5,0.0,875.5666666666667,2.0,9.0,0.0,4837,66.3,24.0,1
5500,5500, 36 months,0.0859,173.86,A,1.0,MORTGAGE,32400.0,not verified,debt_consolidation,NY,17.37,0.0,1131.2333333333333,5.0,11.0,0.0,14163,18.4,24.0,0
3000,3000, 36 months,0.1065,97.72,B,10.0,MORTGAGE,60000.0,not verified,debt_consolidation,AL,0.5,1.0,1098.7666666666667,0.0,3.0,0.0,102,9.3,27.0,0
1050,1050, 36 months,0.0849,33.15,A,6.0,MORTGAGE,61000.0,VERIFIED - income source,credit_card,OH,20.12,0.0,931.4,2.0,11.0,0.0,6195,30.5,40.0,0
12000,12000, 36 months,0.1491,415.46,D,5.0,RENT,94140.0,VERIFIED - income source,major_purchase,MD,14.17,2.0,937.4666666666667,1.0,10.0,0.0,20794,54.3,32.0,0
8000,8000, 60 months,0.16399999999999998,196.25,E,6.0,MORTGAGE,150000.0,VERIFIED - income,home_improvement,NJ,10.59,0.0,939.5,1.0,12.0,1.0,13736,48.5,22.0,0
18400,18400, 36 months,0.09630000000000001,590.53,B,9.0,MORTGAGE,120000.0,VERIFIED - income,major_purchase,NJ,3.68,0.0,899.9,0.0,11.0,0.0,8888,12.5,19.0,0
9100,9100, 36 months,0.1242,304.08,B,6.0,MORTGAGE,66000.0,VERIFIED - income source,other,TX,18.51,0.0,922.2666666666667,1.0,11.0,1.0,9947,34.1,25.0,0
30000,30000, 60 months,0.1199,667.19,B,1.0,MORTGAGE,162500.0,VERIFIED - income,debt_consolidation,OR,6.85,0.0,1076.5,0.0,6.0,0.0,22595,62.8,22.0,0
10000,10000, 36 months,0.0775,312.22,A,6.0,RENT,24000.0,not verified,major_purchase,FL,0.0,0.0,953.7,0.0,3.0,0.0,5028,12.1,4.0,1
5000,5000, 36 months,0.1074,163.08,B,3.0,MORTGAGE,132996.0,VERIFIED - income,other,CA,19.1,0.0,1031.8666666666666,2.0,18.0,0.0,19269,54.1,47.0,1
10000,10000, 36 months,0.13720000000000002,340.42,C,10.0,RENT,96000.0,VERIFIED - income,home_improvement,CA,16.66,0.0,921.2333333333333,5.0,13.0,0.0,2280,13.9,25.0,0
5000,5000, 36 months,0.1323,169.03,C,2.0,RENT,57692.16,VERIFIED - income source,major_purchase,NY,1.44,0.0,839.0333333333333,0.0,5.0,0.0,1801,50.4,5.0,0
18000,10000, 36 months,0.10460000000000001,324.84,B,8.0,RENT,84000.0,not verified,debt_consolidation,CA,16.67,0.0,975.0,4.0,14.0,0.0,6673,32.6,35.0,0
30000,30000, 60 months,0.1349,690.15,C,10.0,MORTGAGE,58000.0,VERIFIED - income source,debt_consolidation,TX,22.3,0.0,960.7666666666667,1.0,10.0,0.0,14893,44.2,28.0,0
20000,20000, 60 months,0.1036,428.5,B,7.0,RENT,285000.0,VERIFIED - income,other,CO,6.09,0.0,1003.4333333333333,0.0,15.0,0.0,19402,29.1,31.0,0
12000,12000, 60 months,0.15960000000000002,291.57,C,1.0,MORTGAGE,60000.0,not verified,debt_consolidation,CT,11.82,1.0,914.1,1.0,13.0,0.0,12932,60.1,21.0,0
2000,2000, 36 months,0.1038,64.9,B,2.0,RENT,30000.0,not verified,other,PA,16.8,0.0,912.0666666666667,2.0,9.0,0.0,1555,32.4,29.0,0
11000,11000, 36 months,0.13849999999999998,375.15,C,3.0,MORTGAGE,75000.0,not verified,debt_consolidation,MA,9.95,0.0,1001.3666666666667,1.0,22.0,0.0,15659,72.5,63.0,0
1500,1500, 36 months,0.1864,54.72,E,0.0,RENT,18000.0,not verified,vacation,CA,9.93,0.0,850.1666666666666,0.0,2.0,0.0,6892,98.5,6.0,0
20000,20000, 36 months,0.1533,696.57,D,3.0,RENT,65004.0,VERIFIED - income,debt_consolidation,NJ,23.46,0.0,910.1,3.0,7.0,0.0,13147,99.6,37.0,0
12000,12000, 36 months,0.1074,391.39,B,7.0,RENT,85000.0,not verified,small_business,CA,18.24,0.0,942.5666666666667,1.0,15.0,0.0,13641,28.8,27.0,0
6000,6000, 36 months,0.0751,186.66,A,10.0,MORTGAGE,75181.0,not verified,car,GA,18.31,0.0,998.3333333333334,0.0,11.0,0.0,26463,37.6,30.0,0
3000,3000, 36 months,0.1149,98.92,B,6.0,RENT,42000.0,not verified,wedding,MD,3.0,0.0,879.6333333333333,0.0,3.0,0.0,3688,67.1,11.0,0
10000,10000, 36 months,0.1527,347.98,C,0.0,RENT,64000.0,VERIFIED - income,debt_consolidation,MD,3.64,0.0,898.8666666666667,3.0,3.0,1.0,6565,69.1,10.0,0
4000,4000, 36 months,0.1261,134.03,D,1.0,RENT,30900.0,not verified,debt_consolidation,FL,22.83,0.0,905.0,2.0,9.0,1.0,2876,61.2,14.0,0
2500,2500, 36 months,0.12869999999999998,84.09,C,0.0,RENT,34368.0,not verified,other,NM,13.86,2.0,1029.8333333333333,1.0,4.0,0.0,7565,27.0,17.0,0
11000,11000, 36 months,0.07490000000000001,342.12,A,10.0,MORTGAGE,62400.0,VERIFIED - income source,home_improvement,OK,22.6,0.0,1003.4333333333333,0.0,12.0,0.0,15997,31.2,26.0,0
7000,7000, 36 months,0.1261,234.55,C,2.0,MORTGAGE,68000.0,VERIFIED - income,debt_consolidation,VT,10.43,0.0,1016.6,0.0,6.0,0.0,3821,79.6,12.0,0
10000,10000, 36 months,0.1349,339.31,C,0.0,RENT,26400.0,VERIFIED - income source,debt_consolidation,MA,13.95,0.0,896.9,0.0,7.0,0.0,8032,78.0,12.0,1
9250,9250, 36 months,0.1223,308.25,C,0.0,OWN,37000.0,VERIFIED - income source,debt_consolidation,MN,10.09,0.0,876.6,0.0,7.0,0.0,9718,46.0,10.0,0
5600,5600, 36 months,0.0542,168.9,A,10.0,MORTGAGE,70000.0,VERIFIED - income source,credit_card,FL,18.69,0.0,1178.9,0.0,13.0,0.0,58952,23.1,24.0,0
3000,3000, 36 months,0.0639,91.8,A,0.0,RENT,37000.0,VERIFIED - income source,credit_card,CA,13.62,0.0,1163.7333333333333,0.0,8.0,0.0,4030,28.2,17.0,0
1750,1750, 36 months,0.1361,59.48,C,3.0,MORTGAGE,38400.0,not verified,major_purchase,NJ,16.34,0.0,968.9333333333333,0.0,4.0,0.0,434,43.4,15.0,1
