loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,mths_since_last_major_derog,policy_code,is_bad
17000,17000, 60 months,12.42%,381.78,B,B4,Geotechnical Testing Services,10+ years,RENT,50000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=993953,"  Borrower added on 10/17/11 > I have been employed by the same company for over 10 years in a professional position.  I am planning to use this loan to consolidate the last of my credit card debt.  Along with paying off another loan this month, my monthly payments on loans and debt will be cut more than in half.  My plan is to pay this loan off within a year and a half.<br/> Borrower added on 10/17/11 > My current budget on debt payments is $900 per month, and my current plan is to pay a minimum of $700 per month on this loan while increasing my savings.  I do not have a car payment, nor plan to get a new car.<br/>",debt_consolidation,consolidation loan,847xx,UT,25.18,0,9/1/93,0,NA,NA,5,0,17617,85.5,20,f,NA,1,1
12000,12000, 60 months,14.79%,284.16,C,C4,K-2 Solutions,2 years,MORTGAGE,62000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=869528,,wedding,Wedding Loan,284xx,NC,18.08,0,1/1/04,3,NA,NA,11,0,11514,40.5,22,f,NA,1,0
7500,7500, 36 months,11.71%,248.07,B,B3,"City of Sanford, Florida",10+ years,MORTGAGE,80000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=988411,,home_improvement,Reroof,327xx,FL,12.12,0,8/1/85,0,26,NA,5,0,1171,37.8,28,f,NA,1,0
20000,20000, 60 months,11.99%,444.79,B,B5,"mirabito holdings,inc",10+ years,MORTGAGE,39000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=829417,"  Borrower added on 08/06/11 > the balance remaining is aprox 3,800.00 for our manufactured home ,including three acres of land with own well and septic.<br/>",home_improvement,leaky roof,134xx,NY,15.35,0,5/1/01,0,NA,NA,5,0,0,0,11,f,NA,1,0
30000,30000, 60 months,21.67%,822.95,F,F3,Del Friscos,2 years,RENT,85000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1058625,  Borrower added on 12/06/11 > paying off credit cards<br>,debt_consolidation,credit card consolidation,100xx,NY,11.44,0,9/1/02,2,NA,NA,9,0,23760,97.3,20,f,NA,1,0
7000,7000, 36 months,6.91%,215.86,A,A5,iStreamPlanet,3 years,RENT,60000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=645971,,debt_consolidation,Credit Card Debt Pay-Off Plan,890xx,NV,19.52,0,3/1/00,0,63,NA,11,0,2860,25.3,23,f,NA,1,0
8400,8400, 36 months,11.71%,277.84,B,B3,amcor precast,7 years,MORTGAGE,48000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=887151,  Borrower added on 09/16/11 > i am wanting to get out of debt completely so i can focus on going back to school<br/> Borrower added on 09/16/11 > i am wanting to get out of debt completely so i can focus on school<br/>,debt_consolidation,Debt Consolidation,801xx,CO,13.1,0,12/1/99,0,NA,NA,7,0,6041,47.2,15,f,NA,1,0
15000,15000, 36 months,13.72%,510.63,C,C5,Fairfax County Public Schools ,7 years,RENT,65000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=643176,,credit_card,credit card clean up,223xx,VA,16.6,0,4/1/97,1,NA,NA,6,0,25270,80.6,13,f,NA,1,0
25000,25000, 36 months,12.87%,840.83,C,C1,National A-1,5 years,MORTGAGE,9.00E+05,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=453744," 426334 added on 10/22/09 > I have a stable job.  Just in a situation that my loved one is sick and I do not have the funds needed in such a short time frame.  Please fund this soon the longer we wait the less of a chance my loved one will be better. 426334 added on 10/23/09 > I have made a error in the monthly income.  I make $75,000 a year instead of a month.  Sorry for the miss information.  Thanks for the support. 426334 added on 10/29/09 > Thanks for all the support I am gathering the information requested and will submit that soon",medical,Loved one is sick,191xx,PA,1.16,0,6/1/96,1,NA,NA,23,0,30706,44,53,f,NA,1,0
16000,16000, 36 months,9.91%,515.6,B,B1,jersey city public school,10+ years,RENT,40000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1031899,  Borrower added on 11/19/11 > I need to get out of debt. intrest rates are high on card cards. being paying bills every month with rate they never go down. <br>,credit_card,credit cards,073xx,NJ,14.46,0,5/1/95,1,NA,NA,7,0,13723,70,14,f,NA,1,0
16000,16000, 60 months,15.96%,388.75,C,C5,United States Navy,10+ years,MORTGAGE,64000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1031139,  Borrower added on 11/18/11 > None<br><br> Borrower added on 11/18/11 > none<br>,debt_consolidation,Debt Cons,235xx,VA,16.13,0,7/1/02,2,NA,NA,9,0,13344,59.8,16,f,NA,1,0
22000,22000, 36 months,15.23%,765.12,C,C5,Cisco Systems,3 years,MORTGAGE,115000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=754673,,debt_consolidation,Credit Card Payoff,275xx,NC,12.86,0,10/1/96,1,28,NA,10,0,19282,63.4,31,f,NA,1,0
15000,15000, 36 months,7.90%,469.36,A,A4,Satco,10+ years,MORTGAGE,50000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=996434,,other,Personal,010xx,MA,23.71,0,7/1/90,0,79,NA,11,0,28312,33.5,34,f,NA,1,0
1800,1800, 36 months,14.50%,61.96,E,E2,Self Employed,< 1 year,RENT,30000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=277641,need $4000 to consolidate 3 cards,debt_consolidation,a consolidating debt loan,020xx,MA,2.84,0,11/1/04,2,29,0,3,0,1429,84.1,9,f,NA,1,0
3000,3000, 36 months,8.59%,94.84,A,A4,wrico,5 years,MORTGAGE,50004,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=434919,parts,other,srm,025xx,MA,3.72,0,4/1/82,0,NA,NA,4,0,7074,28.3,24,f,NA,1,0
25000,25000, 60 months,13.98%,581.45,C,C3,,9 years,MORTGAGE,190000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=570336,,debt_consolidation,Consolidation ,531xx,WI,8.65,0,12/1/94,2,NA,NA,7,0,40571,79.1,23,f,NA,1,0
20000,20000, 60 months,14.91%,474.86,D,D2,U.S. Army,4 years,RENT,73536,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=706705,,major_purchase,Major Purchase Loan,319xx,GA,20.17,0,6/1/92,1,NA,NA,7,0,5887,86.6,11,f,NA,1,0
12000,12000, 36 months,9.76%,385.86,B,B2,Rho,< 1 year,RENT,75000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=259519,We are getting married in April in Ireland. My bride is from Cleveland. I am from Mayo. Quite a lot of the wedding and honeymoon is already paid for. We have 8K in savings. We do not anticipate having to use all of the 12K but would like to be prepared for all unknowns.,major_purchase,We are paying for our wedding,606xx,IL,0.4,0,8/1/05,1,0,0,4,0,2130,17.9,5,f,NA,1,0
16950,16950, 60 months,18.79%,437.74,E,E3,Cutting Edge Little Caesars,< 1 year,MORTGAGE,40000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=793534,,home_improvement,Home Loan,280xx,NC,17.01,0,2/1/01,0,61,NA,17,0,12789,51.8,25,f,NA,1,1
20000,15600, 36 months,7.49%,485.19,A,A4,Wildman Harrold Allen & Dixon,3 years,RENT,87000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=812457,,other,Personal,606xx,IL,6.29,0,4/1/99,1,NA,NA,14,0,3554,10.8,31,f,NA,1,0
19500,19500, 60 months,13.49%,448.6,C,C1,excalibur,10+ years,MORTGAGE,57600,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=885250,,home_improvement,home improvement,891xx,NV,16.9,0,4/1/99,2,NA,NA,6,0,56997,27.1,27,f,NA,1,1
15000,15000, 60 months,15.99%,364.7,D,D2,SES,3 years,RENT,104004,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=764173,"  Borrower added on 05/20/11 > - Want to lower monthly payments on current debt<br/>- Work in a stable, higher-income job in a profitable company<br/>",debt_consolidation,Debt Pay-Off,222xx,VA,6.93,0,11/1/00,1,NA,NA,6,0,22758,82.2,9,f,NA,1,0
22750,14400, 36 months,6.54%,441.61,A,A4,WELLS FARGO HOME MORTGAGE,< 1 year,RENT,49404,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=605658,  Borrower added on 10/29/10 > I plan to use this loan to consolidate my high interest credit cards and pay them off quicker. I have excellent credit but the credit card companies still raise the rates to a rediculous amount. I have never been late on any debts that I have had. My monthly budget is about $1500 to pay bills and the rest goes to my savings. As a consumer loan underwriter my position is very critical and have very good job security.<br/> Borrower added on 11/01/10 > As a consumer loan underwriter I approve condominium new construction projects for lending.<br/>,debt_consolidation,cc payoff,917xx,CA,22.52,0,8/1/95,0,NA,NA,8,0,11618,38.9,24,f,NA,1,0
25000,17950, 60 months,12.98%,408.24,C,C3,Port of Oakland,10+ years,MORTGAGE,140000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=623481,,moving,Doug's Loan,945xx,CA,4.26,0,10/1/92,1,NA,NA,6,0,78,0.2,17,f,NA,1,0
30000,30000, 60 months,12.68%,677.69,C,C1,LOCKHEED MARTIN,1 year,MORTGAGE,84000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=717746,,debt_consolidation,Consolidation Loan 2011,799xx,TX,16.61,0,12/1/96,0,NA,NA,5,0,53635,47.2,20,f,NA,1,0
4450,4450, 36 months,9.32%,142.17,A,A4,"David Boland, Inc.",5 years,RENT,42200,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=418522,"$1,888.49 Effective Annual Percentage Rate (APR): 19.11% on Capital One. $2,549.09 ANNUAL PERCENTAGE RATE applied this period: 19.80% on Chase. Looking to refinance at a better rate. Just paid $500 toward each but rates keep going up. ",credit_card,Credit Card Consolidation,327xx,FL,17.77,0,6/1/01,1,NA,NA,15,0,5437,23.4,25,f,NA,1,0
7000,7000, 36 months,13.99%,239.21,C,C3,PTI Technologies,3 years,MORTGAGE,115000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=876446,,debt_consolidation,Debt reduct,913xx,CA,6.01,0,2/1/82,2,60,NA,11,0,3921,53.7,26,f,NA,1,0
24250,24250, 60 months,13.23%,554.63,C,C1,PROFITLINE,2 years,RENT,55000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=552133,"  Borrower added on 07/23/10 > A little bit about me, I am a working professional and have been gainfully employed full time since I was 17 years old.  Prior to turning 17 I worked part time from the age of 13.  I held my first real job at a Market Research firm for 10 years.  I worked my way up from telemarketer to Marketing Director eventually landing in Honolulu HI running a branch office.  When that office closed, I went to work for Nextel Communications and was a Customer Relations Manager for about 2 years before moving to CA.  Since living in CA I have had 2 jobs, the first as Operations Manager for an IT Outsourcing company (2 years) and most recently as a Data Analyst with a Telecom Expense Management firm where I have been employed for the past 2.5 years.  There are no gaps in my employment history and I have never been without a job.   I currently have 8 debtors, which includes 7 credit cards at decent interest rates and a small line of credit for overdraft protection.  I have paid off a home mortgage, and 6-8 auto loans with no late payments or fees.  I have never bounced a check, missed a payment, or had any liens against me.  The only issue with my credit report is the credit cards for which I am seeking this loan to pay off, all of which are up to date and in good standing.  My take home pay is about $3K a month.  I have monthly expenses of about $1815($800 rent, $200 car payment, $65 insurance, $150 utilities, currently paying $600+ on credit cards).  My goal is to pay off my credit cards and close all but one of them with this loan.  The remaining credit card I plan on making $150 payments on until paid off.  I would like to purchase another home in 4-5 years once this debt is paid up.  I do have access to family funds and a second income from my partner in the event of any emergencies.  I also have $6K in savings to fall back on.  I am very proud of my credit and payment history and would never do anything to damage my credit.  The majority of this credit card debt was accrued 10+ years ago and I am currently living well within my means.  My problem is that since I have such a large amount of credit card debt banks will not issue me a consolidation loan despite my flawless payment history.  If you invest in me I will not let you down.  If you have any additional questions or concerns please ask away.  Thank you for your consideration.<br/>",credit_card,DEBT CONSO LOAN,921xx,CA,22.52,0,11/1/96,0,NA,NA,14,0,33643,46.9,30,f,NA,1,0
11200,11200, 36 months,15.62%,391.67,D,D1,MACTEC,3 years,RENT,66500,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=770139,  Borrower added on 05/29/11 > your investment on my loan will help me payoff  high interest credit card and consolidate into one monthly payment. your help is appreciated.<br/>,credit_card,Credit Card Consolidation,089xx,NJ,5.68,0,12/1/00,0,NA,NA,6,0,15169,76.2,12,f,NA,1,0
1500,1500, 36 months,11.11%,49.19,B,B5,Comcast cable,4 years,RENT,28452,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=661434,"  Borrower added on 01/25/11 > I plan to use the funds so I can buy a car<br/>I am a good borrower because the monthly payments will be in my account ready for withdrawal<br/>My monthly budget includes Rent and utilities<br/>I have been at my job for 4 years and Comcast is a very stable company<br/> Borrower added on 01/26/11 > My Tax return comes at approx. April 2011 and with my two children, I get about $7000. This loan will easily be paid off with my tax return. The monthly payments will be available in the meantime. Last year I financied a flat screen TV and I paid approx. $1100 to complete my rent to own contract.<br/>",other,Loan for Bills,334xx,FL,0,0,1/1/04,1,35,NA,11,0,0,0,20,f,NA,1,0
6000,6000, 36 months,8.49%,189.38,A,A5,Deloitte Consulting LLC,2 years,MORTGAGE,106000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=795883,  Borrower added on 06/23/11 > Loan to purchase a small recreational vehicle<br/>,major_purchase,RV Loan,208xx,MD,10.8,0,2/1/94,2,NA,NA,12,0,17819,46.8,36,f,NA,1,0
25000,17925, 60 months,13.98%,416.9,C,C3,Perkins Coie LLP,10+ years,RENT,69996,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=547935,"  Borrower added on 07/16/10 > Lenders - Thank you for considering my loan request!<br/> Borrower added on 07/16/10 > I am a single mom going thru a divorce. I have been employed at the same place for 12.5 years and have always paid my bills on time, every month. I appreciate the assistance. Thank you so much!<br/> Borrower added on 07/27/10 > Dear Lenders -<br/><br/>I just wanted to thank everyone who has invested in my loan. I really appreciate it. I am getting closer and wanted to communicate to all of you a big thank you and to let you know that all of my paperwork is in and credit is just waiting for a document from the IRS before they change the credit review standing which should happen (hopefully) today. Hope you all are having a good week! Cheers!<br/> Borrower added on 07/28/10 > Thank you, thank you, thank you to everyone who is funding my loan! I cannot tell you how grateful I am! :)<br/> Borrower added on 07/29/10 > Thank you so much, everyone! I'm almost there!!<br/>",debt_consolidation,HALAT,981xx,WA,8.09,0,7/1/96,1,NA,NA,4,0,20574,88,8,f,NA,1,1
3000,3000, 36 months,11.49%,98.92,B,B4,Brockton Public Schools,2 years,RENT,60000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=825660,  Borrower added on 07/25/11 > I am trying to buy my girlfriend an engagment ring and plan a small trip along with it.<br/><br/>thanks<br/>,wedding,Wedding Loan,021xx,MA,13.74,1,2/1/02,2,17,NA,10,0,2587,24.9,24,f,NA,1,0
3600,3600, 36 months,11.12%,118.07,B,B3,"Mid-Coast Fire Protection, Inc.",8 years,RENT,38700,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=593147,,debt_consolidation,Debt Consolidation,934xx,CA,12.19,0,1/1/05,2,NA,NA,13,0,3677,26.5,17,f,NA,1,0
7000,7000, 36 months,5.79%,212.29,A,A2,Peace Over Violence,5 years,RENT,42000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=643919,,credit_card,personal loan,910xx,CA,14.97,0,4/1/00,0,NA,NA,8,0,13732,48.9,13,f,NA,1,1
7000,7000, 60 months,7.29%,139.57,A,A4,PitNey Bowes,10+ years,MORTGAGE,99996,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=672300,  Borrower added on 02/11/11 > Motorcycle Purchase<br/> Borrower added on 02/11/11 > Mortorcycle purchase<br/>,car,Major Purchase,068xx,CT,17,0,10/1/78,0,NA,NA,18,0,28431,13.3,34,f,NA,1,0
10000,10000, 36 months,13.99%,341.73,C,C3,PUBLIC SERVICE ELECTRIC AND GAS,10+ years,MORTGAGE,62000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=876722,,debt_consolidation,DEBT LOAN,088xx,NJ,11.19,2,3/1/96,2,20,77,11,1,6243,45.9,23,f,NA,1,0
10500,10500, 36 months,7.88%,328.46,A,A5,Huntington Bank,6 years,MORTGAGE,75000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=532318,"  Borrower added on 06/16/10 > Purchased a 2009 Jayco Camper and put it on the credit card.<br/> Borrower added on 06/23/10 > If it makes things easier my husband has additional income of $55,000  soon to be $60,000 a year.<br/>",debt_consolidation,Camper Loan,452xx,OH,11.92,0,11/1/93,0,NA,NA,11,0,49760,21.2,39,f,NA,1,0
6000,6000, 36 months,9.63%,192.57,B,B1,,n/a,RENT,22800,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=731866,,debt_consolidation,Debt Consolidation,532xx,WI,26.84,0,12/1/05,5,NA,NA,6,0,640,14.9,10,f,NA,1,0
2000,2000, 36 months,11.49%,65.95,B,B4,Town Of Truckee,10+ years,MORTGAGE,91200,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=795568,"  Borrower added on 06/23/11 > My fence blew down due to high winds, lowest bid I received was approximately $1500. Need to get it fixed asap, daily high winds in Reno, NV   Thank you<br/>",home_improvement,Repairs,895xx,NV,23.61,0,11/1/82,0,32,NA,14,0,13203,53.9,32,f,NA,1,0
7200,7200, 36 months,6.03%,219.14,A,A1,Cathedral Church of the Intercessor,10+ years,OWN,10080,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=884937,  Borrower added on 09/14/11 > This loan will be used to give myself a new start and help my daughter get her life together! Experiment in owning responsibility.<br/>,other,Other,115xx,NY,7.26,0,8/1/98,0,NA,NA,6,0,3115,12.6,11,f,NA,1,0
14400,14400, 36 months,7.66%,448.99,A,A5,Minisink Valley Central School,10+ years,OWN,78000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=656074,  Borrower added on 02/06/11 > This loan will be for credit card consolidation.  I have two cards with high interest rates...almost twice your lending rate.  This loan will save me a lot of money over the course of the loan.  Thank you!<br/>,debt_consolidation,American Union,127xx,NY,23.29,0,12/1/91,0,NA,NA,8,0,55132,75.3,25,f,NA,1,0
12000,12000, 36 months,11.99%,398.52,B,B5,oregon electric,10+ years,MORTGAGE,84000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=765683,  Borrower added on 05/22/11 > I have two credit cards that are over 20% apr.<br/>,credit_card,credit refi,972xx,OR,19,0,2/1/00,2,NA,NA,16,0,61365,60.2,34,f,NA,1,0
12000,12000, 36 months,7.90%,375.49,A,A4,metropolitan opera,3 years,RENT,150000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=994409,,credit_card,credit card pay off,100xx,NY,4.41,0,1/1/98,0,31,NA,6,0,15033,32.1,25,f,NA,1,0
8000,8000, 36 months,14.42%,275.07,D,D2,Pioneer Nutritional,6 years,RENT,35570,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=379948,"My request is really simple. This loan will consolidate a handful of debts I am already paying regularly without fail. This one loan payment will simply replace all the payments I am currently making on the debts I've chosen to include in this figure. (I have not included a couple as their rates are already great and I'm making fast progress there.) I just want to accelerate my overall pay-off progress a bit by shaving a few more percentage points off interest rates and having a fixed schedule for pay-off. I have done this a couple of times already with terrific success.  Over the past several years, I have turned my financial life around penny by penny. I went from having a very low FICO, twice as much debt and several derogatory credit marks due to an isolated personal hardship, to cleaning up everything through perseverance, sacrifice and hard work. I am incredibly proud of myself and confident in my ability to become debt free in just a few more years!  My partner is self-employed and work is slow right now. We are not in trouble yet, but I want to be proactive about tightening up the ship and not spending money where I don't have to. That includes high interest rates on debt. We are already limiting our spending to necessary items. Rest assured, I am very serious about fulfilling my obligations to lenders. Financial health is my #1 priority. ",debt_consolidation,Consolidating debt & paying it faster!,013xx,MA,24.63,0,1/1/93,2,58,NA,9,0,8928,62.2,25,f,NA,1,0
23100,23100, 36 months,12.29%,770.46,C,C5,Computer Sciences Corporation,1 year,RENT,52000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=299160,"I need help to buy a beachfront cafթ in Fort Lauderdale, Florida. It has been my lifelong dream to own a beachfront restaurant. I finally found the right place and the only thing stopping me is the last bit of financing.  I am a financial analyst and my restaurant manager is a certified master chef and certified by the America Hotel and Restaurant association. Together we can make this happen.  I currently have the business under contract subject to me obtaining the remaining amount. I have already put up a good portion of my own personal savings to reach this goal.  The cafթ is directly across the road from the ocean and serves a variety of foods such as omelettes, pizza, panini, & smoothies. It has been owned by an Italian family who is moving back to Italy and wants to sell to a caring owner. I am the right person and need your help to achieve my dream.",major_purchase,Help Me Buy a Beachfront Cafe in Florida,480xx,MI,17.03,0,2/1/01,11,NA,NA,15,0,15455,22.4,21,f,NA,1,0
7000,7000, 36 months,9.99%,225.84,B,B1,Tidwell Cancer Treatment Center,3 years,RENT,35350,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=742130,  Borrower added on 05/02/11 > Credit Cards Payoff Loan<br/>,debt_consolidation,credit card,319xx,GA,24.14,0,1/1/03,2,NA,NA,4,0,6838,43.8,14,f,NA,1,0
3200,3200, 36 months,13.48%,108.56,C,C3,San Diego Unified School District,4 years,RENT,49200,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=501209,,other,Personal,919xx,CA,1.46,0,2/1/98,2,38,NA,4,0,486,13.9,17,f,NA,1,0
10000,10000, 36 months,7.66%,311.8,A,A5,Self Help fo the Elderly,9 years,RENT,38400,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=729006,,major_purchase,Home,941xx,CA,22.25,0,12/1/00,0,NA,NA,2,0,0,0,8,f,NA,1,0
25000,25000, 36 months,14.61%,861.88,D,D1,Social Security Administration,10+ years,MORTGAGE,102456,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=461552," 576621 added on 11/18/09 > My husband and I both work for the Social Security Administration, I have worked for 35 yrs. as a group supervisor and my husband 10 yrs. as an Admin asst. He is also a retired truck driver with 27 yrs at one company. He also receives a pension from his days as a truck driver, along with his government pay. We are in need of this loan to pay off 2 credit cards with high interest rates. How we came into this debt is from three life changing events.<br/> The first event helped our daughter with tuition to send our grandson to a special high school in Utah that our daughter could not afford, but the school was essential to changing his path in life, we committed to it and remained in our integrity. To say it was very rewarding for the entire family is not doing it justice. <br/>The second event occurred just months later. I was involved in a car accident and was out of work for 6 months. <br/>The third event occurred 1 yr after the accident. I had to have both knees replaced, nothing to do with the car accident, again loosing 5 to 6 months of work because of complications 6 weeks into recoup. <br/>During the second two events I found myself using the credit cards to pay the co-pay for medicine and Dr. visits, food and gas. I was able to pay the minimum each month but then the interest on the cards started to edge up one after the other, I found myself swimming against the tide. A loan will get paid down; credit cards never seem to come down.   <br/>Both my husband and I are good credit risks.  We have never defaulted on our bills.  Our retirement is coming up fast and we would like to get these credit cards paid off before we retire.  Please help us.<br/>",credit_card,We need to dig ourselves out.  Can you help?,191xx,PA,17.76,1,6/1/85,0,20,NA,13,0,25478,65.3,30,f,NA,1,0
4800,4800, 60 months,10.36%,102.84,B,B5,carolina health care,< 1 year,MORTGAGE,51000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=633120,  Borrower added on 12/14/10 > looking to get a loan for daughters car and a few other things<br/> Borrower added on 12/16/10 > Just letting you know the loan will be payed back fairly fast. I am currently an engineer with the hospital and was a construction superintendent before then. Before that I was in the Army and have served three tours in Iraq. So I have a high dedication to my obligations. Thank you<br/> Borrower added on 12/22/10 > Just want to thank everyone for making this happen<br/>,car,Richard's loan,281xx,NC,7.55,1,7/1/91,1,17,NA,6,0,15632,83.6,32,f,NA,1,0
13200,13200, 60 months,13.49%,303.67,C,C1,Alliance Defense Fund,2 years,RENT,42996,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1028829,,other,Business Start Up,852xx,AZ,4.63,0,9/1/07,0,NA,NA,5,0,4051,17.2,5,f,NA,1,0
23850,23850, 60 months,19.03%,619.08,E,E2,HNS Management/CT Transit,10+ years,RENT,48000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=973415,,debt_consolidation,Debt Consolidation Loan,064xx,CT,21.23,0,1/1/90,0,NA,NA,3,0,20158,84,15,f,NA,1,0
1500,1500, 36 months,10.36%,48.66,B,B5,Comcast,5 years,MORTGAGE,40000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=622658,  Borrower added on 11/27/10 > This loan will be used to go towards the family vacation to Florida<br/>,vacation,Family Vacation,232xx,VA,20.82,0,6/1/96,1,NA,63,5,1,425,85,17,f,NA,1,0
13000,13000, 36 months,10.99%,425.56,B,B4,Marwaha group Inc,1 year,RENT,47000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=449448,,wedding,wedding expense,917xx,CA,4.75,0,2/1/06,0,NA,NA,5,0,6620,18.4,7,f,NA,1,0
6500,6500, 36 months,5.79%,197.13,A,A2,SERVPRO of Wheaton/Glen Ellyn,5 years,RENT,50000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=657220,,wedding,buying engagement ring,601xx,IL,10.58,0,6/1/85,3,NA,NA,5,0,1556,21.6,6,f,NA,1,0
20000,20000, 36 months,14.11%,684.58,D,D1,State of Texas Health and Human Services Commission,1 year,MORTGAGE,82000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=412736,"I am a solidly employed attorney looking to clean up ex-spouse credit card debt following 2004 divorce.  My new husband, also an attorney, and I both work in high-profile legal positions with the state of Texas.    We have noticed bank lender rates sky rocketing without regard to our excellent payment histories.",credit_card,loan for responsible attorney ,786xx,TX,13.21,1,8/1/87,5,22,115,11,1,30058,73.7,36,f,NA,1,0
8400,8400, 36 months,6.99%,259.33,A,A3,HONDA MANUFACTURING,10+ years,MORTGAGE,70000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=772597,,medical,Medical,430xx,OH,8.66,0,5/1/01,1,49,NA,12,0,4153,7.5,33,f,NA,1,0
30000,30000, 36 months,6.62%,921.11,A,A2,"PC, Inc",10+ years,MORTGAGE,286000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=880403,,credit_card,Credit Card,601xx,IL,6.57,0,3/1/84,0,NA,NA,10,0,14326,43.5,42,f,NA,1,0
16000,16000, 36 months,14.65%,551.91,C,C3,,7 years,MORTGAGE,56033,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1002880,"  Borrower added on 10/25/11 > This is my second Lending club loan. The balance of first will be paid off with these funds as well as my 3 remaining credit cards. No additional debt will be taken on with this loan, its simply to wrap all my debt in on EZ payment. Thank you!<br/>",credit_card,1 EZ Payment,086xx,NJ,22.57,0,11/1/93,1,NA,NA,15,0,32078,49.3,41,f,NA,1,0
